direccion,localidad,latitud,longitud
"3061 MARIANO MORENO 1900, San Miguel, Buenos Aires",San Miguel,-34.5623814859519,-58.6892512083004
"MARIANO MORENO 5385, Avellaneda, Buenos Aires",Avellaneda,-34.69695864122181,-58.324692183621885
"4121 LAS HERAS 965, San Miguel, Buenos Aires",San Miguel,-34.54517126925988,-58.703091192370785
"RECONQUISTA 1185, Avellaneda, Buenos Aires",Avellaneda,-34.682219170533415,-58.364187315457656
"DOMINGO MARTINTO 2000, Avellaneda, Buenos Aires",Avellaneda,-34.7225556176029,-58.3317678191293
"4113 JUAN JOSE PASO 400, San Miguel, Buenos Aires",San Miguel,-34.5417944678484,-58.6950813767463
"DARDO ROCHA 477, Avellaneda, Buenos Aires",Avellaneda,-34.665179564596684,-58.34998965137063
"MANUEL BELGRANO 6000, Avellaneda, Buenos Aires",Avellaneda,-34.7026550398835,-58.3241486003592
"RUTA PROVINCIAL 11 (ESQUINA EL PERICON), Punta Indio, Buenos Aires",Punta Indio,-35.282783493949,-57.234011578136
"GRL ARREDONDO 3100, Avellaneda, Buenos Aires",Avellaneda,-34.6892729719609,-58.353388656797
"SADI CARNOT 100, Avellaneda, Buenos Aires",Avellaneda,-34.6970369049457,-58.3245783631258
"ADOLFO ALSINA 851, Avellaneda, Buenos Aires",Avellaneda,-34.67018982787038,-58.37369963947121
"3039 SENADOR MORON 2100, San Miguel, Buenos Aires",San Miguel,-34.5684084205416,-58.6876266323653
"AV BARTOLOME MITRE (ENTRE POLONIA Y LOBOS), Avellaneda, Buenos Aires",Avellaneda,-34.699440135722455,-58.323362230382
"4165 MARCOS SASTRE 2766, San Miguel, Buenos Aires",San Miguel,-34.5472591825601,-58.73376806676837
"TRES SARGENTOS 2000, Avellaneda, Buenos Aires",Avellaneda,-34.6896843372384,-58.3712538366396
"MARIANO ACOSTA 800, Avellaneda, Buenos Aires",Avellaneda,-34.666123017068,-58.377234948735
"3168 TGRAL RICCHIERI (ESQUINA 4091 PARDO), San Miguel, Buenos Aires",San Miguel,-34.5539908719377,-58.6977017269726
"ALBERTO LARTIGAU (ENTRE AV BARTOLOME MITRE Y MARIANO MORENO), Avellaneda, Buenos Aires",Avellaneda,-34.7044329406761,-58.31582391518605
"JOSE HERNANDEZ 1000, Avellaneda, Buenos Aires",Avellaneda,-34.7108503160731,-58.3289274934226
"4156 SERRANO 2181, San Miguel, Buenos Aires",San Miguel,-34.534391603677676,-58.714987143588026
"RICARDO BALBIN 1300, San Miguel, Buenos Aires",San Miguel,-34.5422134658396,-58.7120460877373
"AV GENERAL ROCA 1549, Avellaneda, Buenos Aires",Avellaneda,-34.66458073369275,-58.353626772124514
"CMTE JOSE GIRIBONE 533, Avellaneda, Buenos Aires",Avellaneda,-34.66240425501988,-58.37868189617516
"LOMAS DE ZAMORA 18, Avellaneda, Buenos Aires",Avellaneda,-34.70032371691551,-58.321783273184174
"VICTOR HUGO 1000, Avellaneda, Buenos Aires",Avellaneda,-34.7146338908293,-58.3242016262493
"AGUSTIN DEBENEDETTI 3200, Avellaneda, Buenos Aires",Avellaneda,-34.6706176360366,-58.3440309442955
"BRAGADO 5500, Avellaneda, Buenos Aires",Avellaneda,-34.6952408426863,-58.3224321031706
"TTE CNL LAFUENTE 6600, Avellaneda, Buenos Aires",Avellaneda,-34.7163284184055,-58.3261758129848
"MANUEL BELGRANO 4500, Avellaneda, Buenos Aires",Avellaneda,-34.6931920595965,-58.3360262499497
"CNL CASACUBERTA 1291, Avellaneda, Buenos Aires",Avellaneda,-34.68629312637962,-58.368966929981866
"12 DE OCTUBRE 600, Avellaneda, Buenos Aires",Avellaneda,-34.6591652807015,-58.3542259583446
"PERU 1400, Avellaneda, Buenos Aires",Avellaneda,-34.6713356091593,-58.3835697610591
"AV BARTOLOME MITRE 2800, Avellaneda, Buenos Aires",Avellaneda,-34.6759876397162,-58.3487095510605
"GRL CHENAULT 65, Avellaneda, Buenos Aires",Avellaneda,-34.6808627342184,-58.343897861553316
"AV BARTOLOME MITRE 2357, Avellaneda, Buenos Aires",Avellaneda,-34.673444292282376,-58.350991810547605
"4091 PARDO 2200, San Miguel, Buenos Aires",San Miguel,-34.5599031289987,-58.7039887561053
"3188 MTRA CLORINDA MUNZON 720, San Miguel, Buenos Aires",San Miguel,-34.56659727395445,-58.6932209029908
"AV GENERAL GUEMES 900, Avellaneda, Buenos Aires",Avellaneda,-34.67614884628281,-58.36541414641447
"3192 F AMEGHINO, San Miguel, Buenos Aires",San Miguel,-34.5743611356808,-58.68570211724665
"3148 GUIDO Y SPANO 1200, San Miguel, Buenos Aires",San Miguel,-34.5602413309434,-58.6754920436902
"PARAMARIBO 6400, Avellaneda, Buenos Aires",Avellaneda,-34.6947031819393,-58.3044268448464
"MONSENIOR PIAGGIO 76, Avellaneda, Buenos Aires",Avellaneda,-34.66353621593875,-58.36365096261044
"4180 JOSE MARIA PAZ 700, San Miguel, Buenos Aires",San Miguel,-34.5538182460865,-58.7060495916253
"4182 PEDRO GOYENA 22, San Miguel, Buenos Aires",San Miguel,-34.55736834772282,-58.702701705631334
"4158 MUNOZ 1300, San Miguel, Buenos Aires",San Miguel,-34.5430867101787,-58.7051264130275
"ESPANA 136, Avellaneda, Buenos Aires",Avellaneda,-34.66168457315813,-58.36908415269984
"F QUIROGA 1200, Avellaneda, Buenos Aires",Avellaneda,-34.6529414564597,-58.3485187995906
"PATAGONES 300, Avellaneda, Buenos Aires",Avellaneda,-34.6941731739303,-58.3239628038346
"4168 DOMINGO F SARMIENTO 991, San Miguel, Buenos Aires",San Miguel,-34.54810905847071,-58.70587009324273
"4188 GELLY Y OBES 1500, San Miguel, Buenos Aires",San Miguel,-34.5496665886419,-58.7162125689944
"PRES DOMINGO F SARMIENTO 1200, Avellaneda, Buenos Aires",Avellaneda,-34.68463137663479,-58.36219660433491
"3041 MAYOR IRUSTA (ESQUINA 3216 GUSTAVO FLAUBERT), San Miguel, Buenos Aires",San Miguel,-34.5792733366871,-58.698053959905
"CESAR MALNATTI 1500, San Miguel, Buenos Aires",San Miguel,-34.54071461673608,-58.7004531725229
"EL SALVADOR 500, Avellaneda, Buenos Aires",Avellaneda,-34.6924950455683,-58.3410924594999
"C 13 - JUAN MANUEL FANGIO (ENTRE C 26 - DOMINGO F SARMIENTO Y C 28 - GDOR NEREO CROVETTO), Balcarce, Buenos Aires",Balcarce,-37.848979029337556,-58.2482136742275
"C 17 - BARTOLOME MITRE (ESQUINA C 36 - LAPRIDA), Balcarce, Buenos Aires",Balcarce,-37.8547535204914,-58.2469710905085
"C 13 - JUAN MANUEL FANGIO (ESQUINA C 18 - DARDO ROCHA), Balcarce, Buenos Aires",Balcarce,-37.8456632242821,-58.2524694542611
"C 13 - JUAN MANUEL FANGIO 291 (ENTRE C 4 - TUCUMAN Y C 6 - COMBATE DE MONTEVIDEO), Balcarce, Buenos Aires",Balcarce,-37.84013836869897,-58.25957780613027
"C 39 - PUEYRREDON (ENTRE CALLE 30 Y C 32 - SUIPACHA), Balcarce, Buenos Aires",Balcarce,-37.86124021965425,-58.25967625719945
"C 7 - BELGRANO 829 (ENTRE C 24 - LUCAS KRAGLIEVICH Y C 26 - DOMINGO F SARMIENTO), Balcarce, Buenos Aires",Balcarce,-37.84590728695788,-58.246435394969325
"C 5 - 9 DE JULIO (ESQUINA C 16 - GRAL BALCARCE), Balcarce, Buenos Aires",Balcarce,-37.8409415391825,-58.2508994184671
"CALLE 109 (ENTRE C 16 - GRAL BALCARCE Y AV SAN MARTIN), Balcarce, Buenos Aires",Balcarce,-37.83633069733945,-58.24408387248355
"C 13 - JUAN MANUEL FANGIO 233 (ENTRE C 2 - ITUZAINGO Y C 4 - TUCUMAN), Balcarce, Buenos Aires",Balcarce,-37.839271844655734,-58.260692442614136
"CALLE 41 (ENTRE C 32 - SUIPACHA Y CALLE 34), Balcarce, Buenos Aires",Balcarce,-37.86274292592875,-58.259637990448454
"C 4 - TUCUMAN (ESQUINA C 11 - DIP ALEJO LOPEZ DE ARMENTIA), Balcarce, Buenos Aires",Balcarce,-37.8387586534597,-58.2594057960092
"C 17 - BARTOLOME MITRE (ENTRE C 20 - JOSE M ESTRADA Y C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.84923191621445,-58.254137634130856
"4254 PAULA ALBARRACIN 1500, San Miguel, Buenos Aires",San Miguel,-34.5708736248124,-58.737614758721
"4091 PARDO (ESQUINA 3148 GUIDO Y SPANO), San Miguel, Buenos Aires",San Miguel,-34.5480868507393,-58.6913718757254
"C 6 - COMBATE DE MONTEVIDEO 463 (ENTRE C 11 - DIP ALEJO LOPEZ DE ARMENTIA Y C 13 - JUAN MANUEL FANGIO), Balcarce, Buenos Aires",Balcarce,-37.83968458133081,-58.25866086791323
"C 5 - 9 DE JULIO (ENTRE C 14-INT MARTINIANO URDAMPILLETA Y C 16 - GRAL BALCARCE), Balcarce, Buenos Aires",Balcarce,-37.84057326561055,-58.25137323528115
"C 17 - BARTOLOME MITRE (ENTRE C 28 - GDOR NEREO CROVETTO Y C 30 - F FOSSATI), Balcarce, Buenos Aires",Balcarce,-37.852179056023445,-58.2503127196022
"C 18 - DARDO ROCHA (ENTRE C 25 - JUAN B ALBERDI Y C 27 - MARIANO MORENO), Balcarce, Buenos Aires",Balcarce,-37.85152988404545,-58.25974164862785
"AV ADOLFO GONZALES CHAVES (ESQUINA C 3 - INDEPENDENCIA), Balcarce, Buenos Aires",Balcarce,-37.8410582281272,-58.2488687354993
"C 25 - JUAN B ALBERDI 917 (ENTRE C 28 - GDOR NEREO CROVETTO Y C 30 - F FOSSATI), Balcarce, Buenos Aires",Balcarce,-37.85533137006,-58.25390210284933
"C 21 - INT ERRECABORDE 560 (ENTRE C 16 - GRAL BALCARCE Y AV KELLY), Balcarce, Buenos Aires",Balcarce,-37.848569942865794,-58.25873306616689
"C 15 - JOSE GARIBALDI (ESQUINA C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.8478657932408,-58.2515186712535
"4152 GRAL URQUIZA 2400, San Miguel, Buenos Aires",San Miguel,-34.5314360038566,-58.717031602255105
"4125 SGT CABRAL (ESQUINA 4156 SERRANO), San Miguel, Buenos Aires",San Miguel,-34.5429719404497,-58.7032300721935
"4125 SGT CABRAL 802, San Miguel, Buenos Aires",San Miguel,-34.54390438082235,-58.70398241052423
"C 5 - 9 DE JULIO (ENTRE C 20 - JOSE M ESTRADA Y C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.843732516455205,-58.247312503397595
"C 23 - RAMON SORONDO 1034 (ENTRE C 32 - SUIPACHA Y C 34 - CABILDO), Balcarce, Buenos Aires",Balcarce,-37.85607110028843,-58.251054111005864
"C 17 - BARTOLOME MITRE (ENTRE C 34 - CABILDO Y C 36 - LAPRIDA), Balcarce, Buenos Aires",Balcarce,-37.85439689884505,-58.24743400026445
"C 25 - JUAN B ALBERDI (ENTRE C 22 - JOSE A CHAVES Y C 24 - LUCAS KRAGLIEVICH), Balcarce, Buenos Aires",Balcarce,-37.8529838620615,-58.25691696952265
"C 15 - JOSE GARIBALDI (ENTRE C 22 - JOSE A CHAVES Y C 24 - LUCAS KRAGLIEVICH), Balcarce, Buenos Aires",Balcarce,-37.8482386095195,-58.25104016879045
"C 23 - RAMON SORONDO (ESQUINA C 32 - SUIPACHA), Balcarce, Buenos Aires",Balcarce,-37.8555605018531,-58.251709940499
"4167 LAS MALVINAS 3200, San Miguel, Buenos Aires",San Miguel,-34.5490843664176,-58.7373066636564
"C 26 - DOMINGO F SARMIENTO (ENTRE C 13 - JUAN MANUEL FANGIO Y C 15 - JOSE GARIBALDI), Balcarce, Buenos Aires",Balcarce,-37.84898264479435,-58.2491471259233
"AV DEL VALLE 378 (ENTRE C 8 - VALENTIN VERGARA Y C 10 - JOSE DE LA CUADRA), Balcarce, Buenos Aires",Balcarce,-37.84287255313526,-58.25994967430256
"C 23 - RAMON SORONDO (ENTRE C 30 - F FOSSATI Y C 32 - SUIPACHA), Balcarce, Buenos Aires",Balcarce,-37.8551936775371,-58.25218108658375
"CALLE 30 1262 (ENTRE CALLE 41 Y CALLE 43), Balcarce, Buenos Aires",Balcarce,-37.86219229956471,-58.26179720510891
"C 2 - ITUZAINGO (ENTRE C 17 - BARTOLOME MITRE Y AV DEL VALLE), Balcarce, Buenos Aires",Balcarce,-37.84084701645135,-58.2638337096054
"C 15 - JOSE GARIBALDI (ENTRE C 18 - DARDO ROCHA Y C 20 - JOSE M ESTRADA), Balcarce, Buenos Aires",Balcarce,-37.846771059934355,-58.2529236812862
"4151 JULIO A ROCA 221, San Miguel, Buenos Aires",San Miguel,-34.53185905758835,-58.70770869452797
"C 32 - SUIPACHA (ESQUINA C 11 - DIP ALEJO LOPEZ DE ARMENTIA), Balcarce, Buenos Aires",Balcarce,-37.8500490824694,-58.2448952174761
"C 26 - DOMINGO F SARMIENTO (ENTRE C 31 - JOSE B CEREIJO Y C 33 - SAAVEDRA), Balcarce, Buenos Aires",Balcarce,-37.8567331804266,-58.258756173999146
"C 13 - JUAN MANUEL FANGIO (ENTRE C 24 - LUCAS KRAGLIEVICH Y C 26 - DOMINGO F SARMIENTO), Balcarce, Buenos Aires",Balcarce,-37.8482387849612,-58.24916381582665
"C 25 - JUAN B ALBERDI 922 (ENTRE C 28 - GDOR NEREO CROVETTO Y C 30 - F FOSSATI), Balcarce, Buenos Aires",Balcarce,-37.85525381269631,-58.254001712973185
"C 4 - TUCUMAN 511 (ENTRE C 15 - JOSE GARIBALDI Y C 13 - JUAN MANUEL FANGIO), Balcarce, Buenos Aires",Balcarce,-37.84012014572322,-58.26108845570691
"C 22 - JOSE A CHAVES (ENTRE C 23 - RAMON SORONDO Y C 25 - JUAN B ALBERDI), Balcarce, Buenos Aires",Balcarce,-37.852230604405904,-58.25693546034449
"C 29 - JUAN B JUSTO 620 (ENTRE C 18 - DARDO ROCHA Y AV KELLY), Balcarce, Buenos Aires",Balcarce,-37.85235540439461,-58.26147988520382
"C 23 - RAMON SORONDO 858 (ENTRE C 26 - DOMINGO F SARMIENTO Y C 28 - GDOR NEREO CROVETTO), Balcarce, Buenos Aires",Balcarce,-37.8534373224489,-58.25443685436924
"C 26 - DOMINGO F SARMIENTO 680 (ENTRE C 17 - BARTOLOME MITRE Y C 19 - JULIO A ROCA), Balcarce, Buenos Aires",Balcarce,-37.85137396971033,-58.25211155759454
"C 13 - JUAN MANUEL FANGIO 317 (ENTRE C 6 - COMBATE DE MONTEVIDEO Y C 8 - VALENTIN VERGARA), Balcarce, Buenos Aires",Balcarce,-37.84050578929652,-58.25910516788733
"C 24 - LUCAS KRAGLIEVICH (ENTRE C 17 - BARTOLOME MITRE Y AV RENE FAVALORO), Balcarce, Buenos Aires",Balcarce,-37.84991687981605,-58.252174974181045
"C 12 - 1 DE MAYO (ESQUINA C 25 - JUAN B ALBERDI), Balcarce, Buenos Aires",Balcarce,-37.8479734253267,-58.2633508024192
"4149 ESPANA 865, San Miguel, Buenos Aires",San Miguel,-34.53722845630355,-58.711812340513625
"C 12 - 1 DE MAYO (ENTRE C 25 - JUAN B ALBERDI Y C 27 - MARIANO MORENO), Balcarce, Buenos Aires",Balcarce,-37.848352853557,-58.2638210506778
"C 18 - DARDO ROCHA 878 (ENTRE C 25 - JUAN B ALBERDI Y C 27 - MARIANO MORENO), Balcarce, Buenos Aires",Balcarce,-37.851482450189785,-58.25968287204187
"C 20 - JOSE M ESTRADA 479 (ENTRE C 13 - JUAN MANUEL FANGIO Y C 11 - DIP ALEJO LOPEZ DE ARMENTIA), Balcarce, Buenos Aires",Balcarce,-37.84594188813262,-58.250977401316895
"C 19 - JULIO A ROCA (ENTRE C 18 - DARDO ROCHA Y AV KELLY), Balcarce, Buenos Aires",Balcarce,-37.8484714928629,-58.2569835127466
"C 27 - MARIANO MORENO 784 (ENTRE C 22 - JOSE A CHAVES Y C 24 - LUCAS KRAGLIEVICH), Balcarce, Buenos Aires",Balcarce,-37.853601111928825,-58.25803937808917
"CALLE 40, Balcarce, Buenos Aires",Balcarce,-37.881990900971154,-58.2660092368615
"C 37 - URQUIZA (ENTRE C 18 - DARDO ROCHA Y C 20 - JOSE M ESTRADA), Balcarce, Buenos Aires",Balcarce,-37.85602942644325,-58.2644098968281
"C 26 - DOMINGO F SARMIENTO 884 (ENTRE C 25 - JUAN B ALBERDI Y C 27 - MARIANO MORENO), Balcarce, Buenos Aires",Balcarce,-37.85433406288718,-58.25578145561059
"C 12 - 1 DE MAYO 922 (ENTRE C 27 - MARIANO MORENO Y C 29 - JUAN B JUSTO), Balcarce, Buenos Aires",Balcarce,-37.849038990495885,-58.26467143308019
"C 18 - DARDO ROCHA (ENTRE C 27 - MARIANO MORENO Y C 29 - JUAN B JUSTO), Balcarce, Buenos Aires",Balcarce,-37.852273794821755,-58.2606634627451
"AV DEL VALLE, Balcarce, Buenos Aires",Balcarce,-37.8379194127498,-58.26682152121985
"C 18 - DARDO ROCHA (ENTRE C 37 - URQUIZA Y C 39 - PUEYRREDON), Balcarce, Buenos Aires",Balcarce,-37.856056213014895,-58.26535085394315
"C 17 - BARTOLOME MITRE 734 (ENTRE C 20 - JOSE M ESTRADA Y C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.84909547756964,-58.25431469864801
"C 28 - GDOR NEREO CROVETTO 676 (ENTRE C 17 - BARTOLOME MITRE Y C 19 - JULIO A ROCA), Balcarce, Buenos Aires",Balcarce,-37.85217157646627,-58.2512398644578
"78 (ESQUINA CALLE 47), Balcarce, Buenos Aires",Balcarce,-37.8817520827155,-58.2409795584355
"AV ADOLFO GONZALES CHAVES 370 (ENTRE C 7 - BELGRANO Y C 9 - ALMTE GUILLERMO BROWN), Balcarce, Buenos Aires",Balcarce,-37.84311246280602,-58.25116941143869
"AV EVA PERON (ENTRE CALLE 104 Y CALLE 106), Balcarce, Buenos Aires",Balcarce,-37.8368550004564,-58.26779966708255
"C 28 - GDOR NEREO CROVETTO 661, Balcarce, Buenos Aires",Balcarce,-37.85240743906549,-58.25153206185452
"C 21 - INT ERRECABORDE (ESQUINA C 38 - FRAY JUSTO SANTA MARIA DE ORO), Balcarce, Buenos Aires",Balcarce,-37.8570103630857,-58.2478929002578
"C 16 - GRAL BALCARCE (ENTRE C 13 - JUAN MANUEL FANGIO Y C 15 - JOSE GARIBALDI), Balcarce, Buenos Aires",Balcarce,-37.8443541201532,-58.2550937705944
"C 13 - JUAN MANUEL FANGIO 476 (ENTRE C 12 - 1 DE MAYO Y C 14-INT MARTINIANO URDAMPILLETA), Balcarce, Buenos Aires",Balcarce,-37.84286063202565,-58.2560758036457
"C 27 - MARIANO MORENO 941 (ENTRE C 28 - GDOR NEREO CROVETTO Y C 30 - F FOSSATI), Balcarce, Buenos Aires",Balcarce,-37.855718190188036,-58.25532050366149
"CALLE 105 (ESQUINA C 6 - COMBATE DE MONTEVIDEO), Balcarce, Buenos Aires",Balcarce,-37.834231478063,-58.2518955706107
"C 12 - 1 DE MAYO (ENTRE C 13 - JUAN MANUEL FANGIO Y C 15 - JOSE GARIBALDI), Balcarce, Buenos Aires",Balcarce,-37.84286072310485,-58.25701505318265
"C 5 - 9 DE JULIO 523 (ENTRE C 14-INT MARTINIANO URDAMPILLETA Y C 16 - GRAL BALCARCE), Balcarce, Buenos Aires",Balcarce,-37.84060395507488,-58.25133375054665
"C 26 - DOMINGO F SARMIENTO 1028 (ENTRE C 31 - JOSE B CEREIJO Y C 33 - SAAVEDRA), Balcarce, Buenos Aires",Balcarce,-37.856685632244464,-58.258697215160396
"4158 MUNOZ 1000, San Miguel, Buenos Aires",San Miguel,-34.5454053491634,-58.7019314133561
"4158 MUNOZ 800, San Miguel, Buenos Aires",San Miguel,-34.5466267347212,-58.7002402869639
"C 39 - PUEYRREDON (ENTRE CALLE 18 Y CALLE 20), Balcarce, Buenos Aires",Balcarce,-37.856745616969,-58.26544191192265
"C 14-INT MARTINIANO URDAMPILLETA 762 (ENTRE C 21 - INT ERRECABORDE Y C 23 - RAMON SORONDO), Balcarce, Buenos Aires",Balcarce,-37.847788807159304,-58.26124252002964
"C 17 - BARTOLOME MITRE (ESQUINA C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.8495957526006,-58.2536654620851
"C 17 - BARTOLOME MITRE (ENTRE C 32 - SUIPACHA Y C 34 - CABILDO), Balcarce, Buenos Aires",Balcarce,-37.853658909717254,-58.2483919264101
"4136 PAVON 2561, San Miguel, Buenos Aires",San Miguel,-34.5258286739848,-58.71390792398696
"C 20 - JOSE M ESTRADA 512 (ENTRE C 13 - JUAN MANUEL FANGIO Y C 15 - JOSE GARIBALDI), Balcarce, Buenos Aires",Balcarce,-37.846963997601875,-58.2522461407341
"C 19 - JULIO A ROCA 662 (ENTRE C 18 - DARDO ROCHA Y C 20 - JOSE M ESTRADA), Balcarce, Buenos Aires",Balcarce,-37.8490315196466,-58.25626435649416
"3083 CORRIENTES 1400, San Miguel, Buenos Aires",San Miguel,-34.5543172093008,-58.6927608042369
"C 20 - JOSE M ESTRADA (ENTRE C 11 - DIP ALEJO LOPEZ DE ARMENTIA Y C 13 - JUAN MANUEL FANGIO), Balcarce, Buenos Aires",Balcarce,-37.84600607780925,-58.251057078331655
"C 29 - JUAN B JUSTO (ENTRE C 22 - JOSE A CHAVES Y C 24 - LUCAS KRAGLIEVICH), Balcarce, Buenos Aires",Balcarce,-37.85446779863945,-58.258754992166956
"C 21 - INT ERRECABORDE 639 (ENTRE C 18 - DARDO ROCHA Y AV KELLY), Balcarce, Buenos Aires",Balcarce,-37.84905101201042,-58.25811532528032
"C 2 - ITUZAINGO (ESQUINA AV DEL VALLE), Balcarce, Buenos Aires",Balcarce,-37.8404415920158,-58.263327635793
"4187 LETONIA 1100, San Miguel, Buenos Aires",San Miguel,-34.52953726173132,-58.72787024790069
"C 23 - RAMON SORONDO (ESQUINA C 36 - LAPRIDA), Balcarce, Buenos Aires",Balcarce,-37.8570295922493,-58.249822964298
"C 18 - DARDO ROCHA 1077 (ENTRE C 33 - SAAVEDRA Y C 35 - RIVADAVIA), Balcarce, Buenos Aires",Balcarce,-37.85450146503014,-58.26342403571185
"C 19 - JULIO A ROCA 734 (ENTRE C 20 - JOSE M ESTRADA Y C 22 - JOSE A CHAVES), Balcarce, Buenos Aires",Balcarce,-37.850094092183966,-58.254899807100365
"C 36 - LAPRIDA 774 (ENTRE C 21 - INT ERRECABORDE Y C 23 - RAMON SORONDO), Balcarce, Buenos Aires",Balcarce,-37.8566604718204,-58.24936044974193
"C 29 - JUAN B JUSTO (ENTRE C 30 - F FOSSATI Y C 32 - SUIPACHA), Balcarce, Buenos Aires",Balcarce,-37.85742460209545,-58.25494044427105
"CJAL ACOSTA, San Miguel, Buenos Aires",San Miguel,-34.5643552722023,-58.674176130863344
"4161 PRINGLES, San Miguel, Buenos Aires",San Miguel,-34.52945619347806,-58.71130280688108
"C 14-INT MARTINIANO URDAMPILLETA (ENTRE C 17 - BARTOLOME MITRE Y AV DEL VALLE), Balcarce, Buenos Aires",Balcarce,-37.84527603590415,-58.2581291798395
"AV ADOLFO GONZALES CHAVES (ENTRE C 5 - 9 DE JULIO Y C 7 - BELGRANO), Balcarce, Buenos Aires",Balcarce,-37.84218580973305,-58.25025492898755
"CALLE 41 (ENTRE CALLE 12 Y CALLE 14), Balcarce, Buenos Aires",Balcarce,-37.85439445571795,-58.27038344914885
"C 20 - JOSE M ESTRADA (ENTRE AV RENE FAVALORO Y C 17 - BARTOLOME MITRE), Balcarce, Buenos Aires",Balcarce,-37.848442279882846,-58.25408122077565
"AV KELLY 865 (ENTRE C 25 - JUAN B ALBERDI Y C 27 - MARIANO MORENO), Balcarce, Buenos Aires",Balcarce,-37.85096950840487,-58.260860177179616
"AV KELLY 824, Balcarce, Buenos Aires",Balcarce,-37.84989655144563,-58.26001178457677
"C 24 - LUCAS KRAGLIEVICH 658 (ENTRE C 17 - BARTOLOME MITRE Y C 19 - JULIO A ROCA), Balcarce, Buenos Aires",Balcarce,-37.8504341364575,-58.25281422912974
"C 11 - DIP ALEJO LOPEZ DE ARMENTIA (ESQUINA C 24 - LUCAS KRAGLIEVICH), Balcarce, Buenos Aires",Balcarce,-37.8470947385316,-58.2486874214915
"4179 SALERNO 1400, San Miguel, Buenos Aires",San Miguel,-34.5326347919711,-58.7264999355564
"C 17 - BARTOLOME MITRE 822 (ENTRE C 24 - LUCAS KRAGLIEVICH Y C 26 - DOMINGO F SARMIENTO), Balcarce, Buenos Aires",Balcarce,-37.85075478230823,-58.25216125794726
"C 24 - LUCAS KRAGLIEVICH (ENTRE C 11 - DIP ALEJO LOPEZ DE ARMENTIA Y C 13 - JUAN MANUEL FANGIO), Balcarce, Buenos Aires",Balcarce,-37.84748072703535,-58.249164399943
"4151 JULIO A ROCA 200, San Miguel, Buenos Aires",San Miguel,-34.5305417690918,-58.7063472216507
"CALLE 105 (ESQUINA C 16 - GRAL BALCARCE), Balcarce, Buenos Aires",Balcarce,-37.8379027132157,-58.2471649190556
"C 25 - JUAN B ALBERDI (ENTRE AV KELLY Y C 18 - DARDO ROCHA), Balcarce, Buenos Aires",Balcarce,-37.85074320344235,-58.2597943338715
